,브랜드,언급량,제품수,총판매량,제품당판매량
1092,B002-01291,25.48477000000005,2,470,235.0
1093,B002-01292,503.20334000000014,2,57,28.5
1094,B002-01293,0.23207,1,351,351.0
1095,B002-01294,0.07252,1,575,575.0
1096,B002-01295,4281.3002799999995,7,3239,462.7142857142857
1097,B002-01296,786.6092699999997,1,1054,1054.0
1098,B002-01297,4.061289999999998,1,1903,1903.0
1099,B002-01298,936.8994599999996,1,1160,1160.0
1100,B002-01299,227.45637999999835,2,4465,2232.5
1101,B002-01300,0.0,2,6650,3325.0
1102,B002-01301,91.62826999999952,1,1767,1767.0
1103,B002-01302,3179.4581599999983,1,1,1.0
1104,B002-01303,6247.241680000001,8,8430,1053.75
1105,B002-01304,0.0,53,191158,3606.754716981132
1106,B002-01305,175.73030999999898,3,1512,504.0
1107,B002-01307,715.7359899999999,1,244,244.0
1108,B002-01308,475.1500599999999,2,144,72.0
1109,B002-01309,0.6236899999999999,1,20,20.0
1110,B002-01310,5139.9456299999965,2,1573,786.5
1111,B002-01311,80.50245999999966,2,576,288.0
1112,B002-01312,93.16578999999949,2,248,124.0
1113,B002-01314,0.072415688,1,5,5.0
1114,B002-01315,619.1431353699999,31,38863,1253.6451612903227
1115,B002-01316,2756.2211045320023,2,3363,1681.5
1116,B002-01318,516.7514200000003,1,322,322.0
1117,B002-01319,293.10765999999893,2,17,8.5
1118,B002-01320,12.952670000000024,1,752,752.0
1119,B002-01321,17.260590000000036,10,9991,999.1
1120,B002-01322,0.84126,1,1240,1240.0
1121,B002-01324,45.70486999999993,1,27,27.0
1122,B002-01325,3.524589999999998,1,185,185.0
1123,B002-01326,93.15111999999965,1,2928,2928.0
1124,B002-01327,504.05932,1,4768,4768.0
1125,B002-01328,1900.2876899999997,3,70,23.333333333333332
1126,B002-01331,418.50889919099984,5,14378,2875.6
1127,B002-01332,6650.992009373997,3,3863,1287.6666666666667
1128,B002-01333,335.02988869199993,1,1375,1375.0
1129,B002-01334,30.285890000000062,1,483,483.0
1130,B002-01336,331.67747000000026,1,1261,1261.0
1131,B002-01337,127.65944999999937,3,29752,9917.333333333334
1132,B002-01339,1882.8555176310003,10,19108,1910.8
1133,B002-01340,1143.4431274419999,1,66564,66564.0
1134,B002-01342,8.818730000000004,3,4621,1540.3333333333333
1135,B002-01343,120.84182999999926,20,103017,5150.85
1136,B002-01344,105.91582999999935,1,35,35.0
1137,B002-01345,1292.1937499999988,1,471,471.0
1138,B002-01346,22.93195000000004,2,1028,514.0
1139,B002-01348,605.9884099999989,1,10065,10065.0
1140,B002-01349,26.935360000000035,1,9,9.0
1141,B002-01350,34.66655000000003,2,7654,3827.0
1142,B002-01351,77.38389999999971,6,18862,3143.6666666666665
1143,B002-01352,99.56266999999949,2,8150,4075.0
1144,B002-01353,3068.8256000000015,2,2211,1105.5
1145,B002-01355,1292.9614132319994,1,1325,1325.0
1146,B002-01356,139.13016684700034,1,1641,1641.0
1147,B002-01357,156.35019423700024,5,14526,2905.2
1148,B002-01358,882.7362599999991,2,251,125.5
1149,B002-01359,424.38130000000285,6,14836,2472.6666666666665
1150,B002-01360,17.478060000000035,18,28896,1605.3333333333333
1151,B002-01361,177.5289699999987,1,72,72.0
1152,B002-01362,479.1099000000001,1,2086,2086.0
1153,B002-01365,486.76884999999925,1,824,824.0
1154,B002-01366,10.835110000000013,1,77,77.0
1155,B002-01367,212.22581999999855,1,6,6.0
1156,B002-01368,97.73483999999942,1,59,59.0
1157,B002-01369,63.57500999999994,4,1907,476.75
1158,B002-01370,1261.8051199999989,1,2448,2448.0
1159,B002-01371,44.500779999999935,11,13331,1211.909090909091
1160,B002-01372,251.6803299999985,2,2259,1129.5
1161,B002-01373,860.7027399999995,1,430,430.0
1162,B002-01374,0.0,1,10,10.0
1163,B002-01375,37.07417000000004,1,191,191.0
1164,B002-01376,1031.0682499999987,1,5,5.0
1165,B002-01377,1306.7138099999988,1,372,372.0
1166,B002-01379,711.1555734570003,1,2,2.0
1167,B002-01380,38.98952876900012,1,3285,3285.0
1168,B002-01381,1353.4117189370006,6,2919,486.5
1169,B002-01383,64.41630999999983,2,2014,1007.0
1170,B002-01384,67.95541999999982,1,1370,1370.0
1171,B002-01385,1365.4603899999997,1,764,764.0
1172,B002-01386,0.0,2,8,4.0
1173,B002-01388,64.88046999999982,1,2,2.0
1174,B002-01389,171.4075699999988,1,49206,49206.0
1175,B002-01390,493.1245133789998,1,1251,1251.0
1176,B002-01392,9773.786325478004,1,1301,1301.0
1177,B002-01393,93.38396311099987,2,39,19.5
1178,B002-01394,346.05232999999976,1,28,28.0
1179,B002-01395,153.59493999999927,2,10800,5400.0
1180,B002-01396,1303.3049300000007,4,91832,22958.0
1181,B002-01397,34.40552000000001,4,10474,2618.5
1182,B002-01398,1628.4717799999994,1,2,2.0
1183,B002-01399,662.3273600000006,10,57204,5720.4
1184,B002-01400,186.7688999999988,1,2299,2299.0
1185,B002-01401,1799.73664,1,914,914.0
1186,B002-01402,140.4531899999991,1,2384,2384.0
1187,B002-01403,456.26403000000096,1,6239,6239.0
1188,B002-01404,449.6930000000005,6,1975,329.1666666666667
1189,B002-01406,6016.736859999995,5,8046,1609.2
1190,B002-01407,108.67179999999934,30,97721,3257.366666666667
1191,B002-01409,439.3362900000003,2,4515,2257.5
1192,B002-01410,4136.935448913998,2,4116,2058.0
1193,B002-01411,649.156281796,1,350,350.0
1194,B002-01412,142.82495961399985,2,399,199.5
1195,B002-01414,147.7200856900001,13,131291,10099.307692307691
1196,B002-01416,5380.697665301001,4,10646,2661.5
1197,B002-01417,389.8583121970009,4,4848,1212.0
1198,B002-01418,3.640639999999998,2,49590,24795.0
1199,B002-01420,287.9293399999992,2,2168,1084.0
1200,B002-01421,13.41675000000002,3,5320,1773.3333333333333
1201,B002-01423,145.3272878130001,1,5332,5332.0
1202,B002-01425,11.719934823999994,3,77078,25692.666666666668
1203,B002-01426,953.2613399999993,1,128,128.0
1204,B002-01427,48.63475999999995,2,710,355.0
1205,B002-01428,33.027140000000024,1,537,537.0
1206,B002-01429,10.733740000000004,1,30,30.0
1207,B002-01430,3432.4810687079944,1,27,27.0
1208,B002-01431,5518.018798125002,1,1020,1020.0
1209,B002-01432,1263.087249740001,3,5558,1852.6666666666667
1210,B002-01433,12586.473294097996,3,16987,5662.333333333333
1211,B002-01434,59.02055999999996,16,16472,1029.5
1212,B002-01435,29.183650000000046,1,308,308.0
1213,B002-01436,448.0830799999996,12,27827,2318.9166666666665
1214,B002-01439,11825.034000000005,2,816,408.0
1215,B002-01440,221.49472999999836,2,408,204.0
1216,B002-01441,9.63107000000001,1,2150,2150.0
1217,B002-01443,87.00090999999968,1,1190,1190.0
1218,B002-01444,91.4250699999996,6,14229,2371.5
1219,B002-01445,8.731800000000005,1,59028,59028.0
1220,B002-01446,5373.014649616,2,25872,12936.0
1221,B002-01447,333.9990071279998,1,36,36.0
1222,B002-01449,8.353503428999996,1,2100,2100.0
1223,B002-01452,8018.516842513007,2,1184,592.0
1224,B002-01453,79.18512063600012,3,98,32.666666666666664
1225,B002-01454,3269.062007965999,2,2384,1192.0
1226,B002-01455,29049.365124824963,3,2523,841.0
1227,B002-01456,61.79706915900004,7,17801,2543.0
1228,B002-01457,298.1195223550005,1,42,42.0
1229,B002-01458,442.6580700000002,1,854,854.0
1230,B002-01459,4.351369999999998,2,3484,1742.0
1231,B002-01461,0.31909,1,13,13.0
1232,B002-01462,103.27606999999942,2,703,351.5
1233,B002-01463,2715.0543000000002,16,26856,1678.5
1234,B002-01464,0.24656999999999998,8,115809,14476.125
1235,B002-01465,562.0662300000006,6,9861,1643.5
1236,B002-01466,326.2234499999997,2,827,413.5
1237,B002-01467,247.3578499999985,3,5830,1943.3333333333333
1238,B002-01468,199.14187999999865,7,6126,875.1428571428571
1239,B002-01469,0.11604,1,592,592.0
1240,B002-01470,7658.046480335002,1,7400,7400.0
1241,B002-01471,761.693108489,8,1971,246.375
1242,B002-01473,426.4723730199993,1,2267,2267.0
1243,B002-01474,1.2763899999999997,1,342,342.0
1244,B002-01475,199.8091199999986,9,46813,5201.444444444444
1245,B002-01476,45.41452999999991,5,61343,12268.6
1246,B002-01477,30.402290000000026,4,2576,644.0
1247,B002-01479,150.2613550839998,4,7313,1828.25
1248,B002-01480,19439.089059990005,42,65712,1564.5714285714287
1249,B002-01481,675.5797802149998,1,491,491.0
1250,B002-01482,454.46531999999985,4,5326,1331.5
1251,B002-01484,844.0938999999997,2,2173,1086.5
1252,B002-01486,8.978290000000007,5,2264,452.8
1253,B002-01488,2171.001550000001,1,15,15.0
1254,B002-01489,130.4009599999992,1,4021,4021.0
1255,B002-01490,96.57456999999955,2,150,75.0
1256,B002-01491,2513.763330000005,3,7790,2596.6666666666665
1257,B002-01493,252.26063999999863,1,562,562.0
1258,B002-01494,242.00560999999973,1,57,57.0
1259,B002-01495,311.6600699999992,2,1138,569.0
1260,B002-01496,16.941700000000022,1,1788,1788.0
1261,B002-01499,711.73253,6,22371,3728.5
1262,B002-01500,98.75023999999942,1,364,364.0
1263,B002-01501,0.79775,1,43,43.0
1264,B002-01502,5443.731339999999,2,452,226.0
1265,B002-01503,238.9301599999986,1,15602,15602.0
1266,B002-01504,7.68749,1,1042,1042.0
1267,B002-01505,271.63972999999896,1,388,388.0
1268,B002-01507,165.96325994999987,2,111,55.5
1269,B002-01509,35.548587587000036,1,759,759.0
1270,B002-01510,122.0460099999993,2,135,67.5
1271,B002-01511,2.0886299999999993,3,529,176.33333333333334
1272,B002-01513,697.1256200000008,1,3,3.0
1273,B002-01514,39.554289999999895,1,141,141.0
1274,B002-01516,510.63012999999904,4,66957,16739.25
1275,B002-01517,1444.5727599999993,2,170,85.0
1276,B002-01518,351.01298999999955,1,507,507.0
1277,B002-01519,1503.3773899999994,1,40,40.0
1278,B002-01520,0.07252,3,20658,6886.0
1279,B002-01521,4499.562479999999,3,1240,413.3333333333333
1280,B002-01522,861.8630799999995,1,6,6.0
1281,B002-01523,2123.1771799999997,38,192941,5077.394736842105
1282,B002-01524,79.98078999999969,1,184,184.0
1283,B002-01525,30.09747000000002,1,14,14.0
1284,B002-01526,362.7479099999993,11,12190,1108.1818181818182
1285,B002-01527,16133.243919999994,3,1680,560.0
1286,B002-01528,86.72542999999969,1,56,56.0
1287,B002-01530,14.780250000000024,4,7990,1997.5
1288,B002-01531,114.50300999999934,59,632445,10719.406779661016
1289,B002-01532,34.92751000000001,1,8300,8300.0
1290,B002-01533,583.6502199999993,1,1068,1068.0
1291,B002-01534,2019.6089599999996,2,29280,14640.0
1292,B002-01535,31.823440000000062,1,479,479.0
1293,B002-01536,1051.9849299999978,2,443,221.5
1294,B002-01537,3920.334320000003,1,1557,1557.0
1295,B002-01538,120.28566402000013,1,123,123.0
1296,B002-01539,3660.1849366429997,1,281,281.0
1297,B002-01540,2325.923436486002,2,20,10.0
1298,B002-01541,345.6724853769992,1,10960,10960.0
1299,B002-01544,3351.188317234999,7,1867,266.7142857142857
1300,B002-01545,19.799150514,90,371102,4123.355555555556
1301,B002-01547,2099.011310000002,5,3492,698.4
1302,B002-01548,113.63283999999923,31,374811,12090.677419354839
1303,B002-01549,983.7081599999992,1,556,556.0
1304,B002-01550,0.17404999999999998,8,40186,5023.25
1305,B002-01551,539.0171400000017,2,1571,785.5
1306,B002-01552,95.10944999999946,1,1,1.0
1307,B002-01555,18249.868530230015,1,2287,2287.0
1308,B002-01556,10.936339746999998,1,0,0.0
1309,B002-01557,1.5809847309999996,4,1443,360.75
1310,B002-01558,393.9055299999997,2,2634,1317.0
1311,B002-01559,4.829979999999998,33,165088,5002.666666666667
1312,B002-01560,337.0880699999997,26,16187,622.5769230769231
1313,B002-01561,125.28057999999913,2,1181,590.5
1314,B002-01562,1041.325653063998,1,1117,1117.0
1315,B002-01563,182.85483021800027,2,17567,8783.5
1316,B002-01565,302.3661957090003,1,80,80.0
1317,B002-01567,1410.1659399999994,1,504,504.0
1318,B002-01570,234.83859617399995,4,14928,3732.0
1319,B002-01572,238.90075931599986,1,2248,2248.0
1320,B002-01573,4.133609233,1,1441,1441.0
1321,B002-01574,47.45957999999988,1,584,584.0
1322,B002-01575,343.9345100000001,1,101,101.0
1323,B002-01576,332.91031999999933,1,183,183.0
1324,B002-01577,0.49315999999999993,1,2396,2396.0
1325,B002-01578,601.1147699999992,5,22495,4499.0
1326,B002-01579,45.41456999999987,3,110,36.666666666666664
1327,B002-01580,25.94889000000004,1,333,333.0
1328,B002-01581,120.95782999999913,1,66,66.0
1329,B002-01582,300.63608999999923,1,1385,1385.0
1330,B002-01583,66.41841000000002,1,377,377.0
1331,B002-01584,318.9416899999993,5,4785,957.0
1332,B002-01586,7396.152691903001,2,1267,633.5
1333,B002-01587,66.15461011299998,1,272,272.0
1334,B002-01588,1662.023150524002,1,7,7.0
1335,B002-01589,2.4510104689999994,53,96961,1829.4528301886792
1336,B002-01590,4964.793150000002,1,6902,6902.0
1337,B002-01591,50.78149999999988,19,292267,15382.473684210527
1338,B002-01592,292.03438999999906,1,84,84.0
1339,B002-01593,874.1201399999994,1,1,1.0
1340,B002-01594,140.97968647199963,1,11160,11160.0
1341,B002-01595,889.4199129889989,4,10394,2598.5
1342,B002-01596,285.7377136039997,42,223065,5311.071428571428
1343,B002-01597,13559.272540967,6,6229,1038.1666666666667
1344,B002-01598,26.049373392000007,5,1280,256.0
1345,B002-01599,176.1921001820001,22,9080,412.72727272727275
1346,B002-01600,85.02537126399993,1,361,361.0
1347,B002-01602,381.96655837499975,1,113,113.0
1348,B002-01603,1.2763801809999997,2,755519,377759.5
1349,B002-01604,0.8847571289999999,1,11200,11200.0
1350,B002-01605,3305.674955976001,28,313727,11204.535714285714
1351,B002-01607,5026.178410518,1,673,673.0
1352,B002-01609,0.0,1,2189,2189.0
1353,B002-01610,61.64567999999982,2,812,406.0
1354,B002-01611,50.01259999999994,1,200,200.0
1355,B002-01613,1.4794399999999996,4,2750,687.5
1356,B002-01614,1362.2947689910025,1,278,278.0
1357,B002-01615,17207.149081910004,3,56371,18790.333333333332
1358,B002-01616,841.7602825960009,2,5632,2816.0
1359,B002-01617,22.242509110000057,1,187,187.0
1360,B002-01618,1509.9773999999984,1,2023,2023.0
1361,B002-01619,1073.1483700000008,35,33694,962.6857142857143
1362,B002-01620,116.02639999999931,2,31,15.5
1363,B002-01621,716.5192700000001,3,83266,27755.333333333332
1364,B002-01622,4.873489999999997,1,16,16.0
1365,B002-01624,24.52751000000005,1,7,7.0
1366,B002-01626,4.4963999999999995,4,4466,1116.5
1367,B002-01627,1046.0812999999991,26,70631,2716.576923076923
1368,B002-01628,3835.390640000001,2,1052,526.0
1369,B002-01629,533.0263400000006,1,7582,7582.0
1370,B002-01630,164.52874810100016,4,45792,11448.0
1371,B002-01631,200.1981386999999,3,3592,1197.3333333333333
1372,B002-01632,75.90128245199998,1,2368,2368.0
1373,B002-01633,1984.0137119979995,1,669,669.0
1374,B002-01634,125.46853079199998,1,1475,1475.0
1375,B002-01635,10.471967015000011,1,2,2.0
1376,B002-01636,12764.681109988009,1,4,4.0
1377,B002-01637,177.8185907819998,1,753,753.0
1378,B002-01638,19.059200000000025,1,25,25.0
1379,B002-01639,1386.9139299999963,6,2143,357.1666666666667
1380,B002-01640,1.3634199999999999,4,44454,11113.5
1381,B002-01641,1231.7790100000007,1,253,253.0
1382,B002-01643,141.39604999999904,1,137,137.0
1383,B002-01644,457.6420900000002,2,4952,2476.0
1384,B002-01645,28.153710000000036,2,1453,726.5
1385,B002-01646,43.26556252500011,6,43990,7331.666666666667
1386,B002-01647,1.8420101100000001,21,34949,1664.2380952380952
1387,B002-01648,5.134253198999997,2,662,331.0
1388,B002-01649,8186.29711007901,2,125,62.5
1389,B002-01650,2.9878999999999984,1,1282,1282.0
1390,B002-01651,55.9599499999998,2,3856,1928.0
1391,B002-01652,733.9113399999997,1,192,192.0
1392,B002-01653,203.47907999999867,1,246,246.0
1393,B002-01654,218.27459999999874,3,4064,1354.6666666666667
1394,B002-01655,38.220330000000004,2,209289,104644.5
1395,B002-01659,70.66893999999986,43,133719,3109.7441860465115
1396,B002-01660,48.663449999999926,3,349072,116357.33333333333
1397,B002-01661,160.26750999999882,1,2105,2105.0
1398,B002-01662,0.0,2,6727,3363.5
1399,B002-01663,6.062880000000001,4,6180,1545.0
1400,B002-01664,995.7476799999987,1,1403,1403.0
1401,B002-01665,23.20742000000004,3,1371,457.0
1402,B002-01667,2218.6226599999986,10,17606,1760.6
1403,B002-01668,558.5703800000006,7,7020,1002.8571428571429
1404,B002-01669,484.4624299999998,4,11354,2838.5
1405,B002-01670,1802.8263300000017,1,456602,456602.0
1406,B002-01671,409.26658000000015,3,11831,3943.6666666666665
1407,B002-01672,0.0,8,152639,19079.875
1408,B002-01675,64.35722121400002,1,2413,2413.0
1409,B002-01677,4918.908388242991,13,52844,4064.923076923077
1410,B002-01678,36751.94942642999,26,59050,2271.153846153846
1411,B002-01679,269.8126204490002,1,51,51.0
1412,B002-01680,1350.6290078569998,1,719,719.0
1413,B002-01681,77.48309112,1,1520,1520.0
1414,B002-01682,52.46383999999993,1,2,2.0
1415,B002-01684,910.0934799999993,1,64,64.0
1416,B002-01685,932.6057000000004,7,12965,1852.142857142857
1417,B002-01686,0.18856,1,222,222.0
1418,B002-01687,947.1256499999995,3,2219,739.6666666666666
1419,B002-01688,20.567550000000036,13,29481,2267.769230769231
1420,B002-01689,0.6236800000000001,6,21641,3606.8333333333335
1421,B002-01690,508.01722405000015,22,133126,6051.181818181818
1422,B002-01691,2291.788971791999,1,800,800.0
1423,B002-01692,922.2912642609994,3,12223,4074.3333333333335
1424,B002-01693,3661.5188925460016,4,5327,1331.75
1425,B002-01695,71.40585146800001,3,18993,6331.0
1426,B002-01696,3616.7034811560006,2,3605,1802.5
1427,B002-01697,4.944120419000002,1,812,812.0
1428,B002-01698,198.50360999999864,1,21497,21497.0
1429,B002-01699,4.713979999999998,2,15828,7914.0
1430,B002-01700,1.494,2,16556,8278.0
1431,B002-01701,148.7647599999992,1,55,55.0
1432,B002-01702,29.749270000000053,1,2,2.0
1433,B002-01703,107.36631999999938,1,464,464.0
1434,B002-01704,75.48366999999973,3,9864,3288.0
1435,B002-01705,1024.4392299999993,5,3082,616.4
1436,B002-01706,379.14144770600024,1,4,4.0
1437,B002-01707,862.682154779,1,3749,3749.0
1438,B002-01708,13.384901986999981,1,76,76.0
1439,B002-01709,1942.719953043999,9,6576,730.6666666666666
1440,B002-01710,12105.543064610014,35,885714,25306.114285714284
1441,B002-01711,3065.656964079996,2,3567,1783.5
1442,B002-01712,9039.839679720004,22,33725,1532.9545454545455
1443,B002-01713,1082.9421638,11,80854,7350.363636363636
1444,B002-01714,32.37467000000004,1,40,40.0
1445,B002-01715,1.2473899999999998,7,19932,2847.4285714285716
1446,B002-01716,463.66178000000053,4,6577,1644.25
1447,B002-01717,53.29065999999984,1,1173,1173.0
1448,B002-01718,733.2149899999988,4,186,46.5
1449,B002-01719,227.8916099999986,1,467,467.0
1450,B002-01720,386.10149000000035,10,51448,5144.8
1451,B002-01721,1344.369729999999,13,30670,2359.230769230769
1452,B002-01722,1535.949283786002,1,812,812.0
1453,B002-01723,1.3337839310000001,13,22148,1703.6923076923076
1454,B002-01724,5661.654189042001,1,82956,82956.0
1455,B002-01727,746.9805999999995,3,9304,3101.3333333333335
1456,B002-01728,259.6728499999983,1,698,698.0
1457,B002-01729,11.212170000000013,1,602,602.0
1458,B002-01730,40.309209999999915,1,3668,3668.0
1459,B002-01732,63.73466999999983,2,840,420.0
1460,B002-01733,73.22079999999976,3,1744,581.3333333333334
1461,B002-01734,8442.668885097006,1,509,509.0
1462,B002-01736,2168.470916508001,2,472,236.0
1463,B002-01737,23451.521335700003,1,783,783.0
1464,B002-01739,40.7005999999999,26,249325,9589.423076923076
1465,B002-01740,33.12880000000003,1,5,5.0
1466,B002-01741,1871.378569999998,4,11714,2928.5
1467,B002-01743,591.6715999999998,1,204,204.0
1468,B002-01744,30.50344000000007,1,7800,7800.0
1469,B002-01745,476.5280500000001,1,70,70.0
1470,B002-01746,1212.415625655,1,288,288.0
1471,B002-01747,23.092329183999986,4,2304,576.0
1472,B002-01748,26310.247398413994,2,1984,992.0
1473,B002-01749,188.06325554300003,1,163,163.0
1474,B002-01751,2489.7400172380017,2,3624,1812.0
1475,B002-01752,1280.2415542539995,2,592,296.0
1476,B002-01753,739.0835188430004,1,3317,3317.0
1477,B002-01754,3932.5478299999954,4,4614,1153.5
1478,B002-01755,655.6693500000001,7,696903,99557.57142857143
1479,B002-01757,294.92083999999954,1,600,600.0
1480,B002-01758,5.073129586000001,2,1756,878.0
1481,B002-01759,2.103194682,1,3016,3016.0
1482,B002-01760,4562.077405059998,1,627,627.0
1483,B002-01761,49.49622294699995,2,974,487.0
1484,B002-01762,652.3620100000007,2,156,78.0
1485,B002-01763,124.20718999999916,1,12,12.0
1486,B002-01764,0.0,1,11449,11449.0
1487,B002-01765,52.333769999999774,1,112,112.0
1488,B002-01766,342.0342899999998,28,1193306,42618.07142857143
1489,B002-01767,0.0,2,1170,585.0
1490,B002-01768,3.7856699999999974,1,87,87.0
1491,B002-01769,44.036389999999884,5,5007,1001.4
1492,B002-01770,126.36589963600015,1,5010,5010.0
1493,B002-01771,50.777468557,4,95,23.75
1494,B002-01773,543.6435476919999,3,7880,2626.6666666666665
1495,B002-01774,5857.801580000001,1,1108,1108.0
1496,B002-01775,4.3077799999999975,2,1498,749.0
1497,B002-01777,639.0751100000009,1,22,22.0
1498,B002-01778,0.405927101,1,220,220.0
1499,B002-01779,916.9052195009994,1,1417,1417.0
1500,B002-01780,7504.191401436999,1,2340,2340.0
1501,B002-01781,0.144983178,2,76,38.0
1502,B002-01783,252.24671753500087,44,65223,1482.340909090909
1503,B002-01785,1.0298388020000002,1,4145,4145.0
1504,B002-01786,11.502080000000017,2,621,310.5
1505,B002-01787,12.83664000000003,1,1462,1462.0
1506,B002-01788,5359.890339999993,2,8313,4156.5
1507,B002-01789,137.47945999999936,1,36,36.0
1508,B002-01790,0.6236900000000001,1,38874,38874.0
1509,B002-01791,0.08703,2,560,280.0
1510,B002-01792,111.74706999999921,1,64,64.0
1511,B002-01793,1830.9522000000024,1,15,15.0
1512,B002-01794,0.072129361,2,898,449.0
1513,B002-01795,10399.908927217999,2,1531,765.5
1514,B002-01796,6646.277323567997,17,180369,10609.941176470587
1515,B002-01797,220.71846673199985,1,90,90.0
1516,B002-01798,2797.459199999998,1,4489,4489.0
1517,B002-01799,20.944800000000033,56,297741,5316.803571428572
1518,B002-01801,0.0,1,355,355.0
1519,B002-01802,159.48424999999907,2,2380,1190.0
1520,B002-01803,161.21045999999902,1,1482,1482.0
1521,B002-01804,71.38044999999998,1,36,36.0
1522,B002-01805,53.17484999999978,1,208,208.0
1523,B002-01806,3.103989999999999,1,60,60.0
1524,B002-01807,1538.1903699999991,2,511,255.5
1525,B002-01808,475.78835999999967,1,338,338.0
1526,B002-01809,268.28914999999864,2,5258,2629.0
1527,B002-01810,1210.0230355099986,1,1288,1288.0
1528,B002-01811,619.3194764739989,2,1220,610.0
1529,B002-01812,39074.855424229994,1,27,27.0
1530,B002-01813,565.2737492899992,2,61,30.5
1531,B002-01814,26165.84494702,9,1632,181.33333333333334
1532,B002-01815,169.98947193599986,2,0,0.0
1533,B002-01816,7.148039624999997,9,16366,1818.4444444444443
1534,B002-01817,2066.7303704810015,2,825,412.5
1535,B002-01818,1822.2199899999998,4,7871,1967.75
1536,B002-01819,411.45695999999924,2,6434,3217.0
1537,B002-01820,0.07252,1,462,462.0
1538,B002-01821,8.731750000000012,2,1458,729.0
1539,B002-01823,2.088669999999999,3,1851,617.0
1540,B002-01824,7.832430000000004,24,7420,309.1666666666667
1541,B002-01825,201.3612699999987,1,896,896.0
1542,B002-01826,1282.9062473669992,2,445,222.5
1543,B002-01827,6507.1223196480005,3,1081,360.3333333333333
1544,B002-01828,340.33338795299954,2,4917,2458.5
1545,B002-01829,11203.350037360004,8,10976,1372.0
1546,B002-01830,462.53036,4,3749,937.25
1547,B002-01831,20.84330000000002,1,70,70.0
1548,B002-01832,2655.2921300000003,1,1115,1115.0
1549,B002-01833,0.87026,2,95,47.5
1550,B002-01835,1.2908780060000002,1,35245,35245.0
1551,B002-01836,98.21225631999964,3,2011,670.3333333333334
1552,B002-01837,1646.279305150001,1,490,490.0
1553,B002-01838,0.24658,1,21467,21467.0
1554,B002-01840,2391.8747300000005,2,985,492.5
1555,B002-01841,279.3131199999987,3,6645,2215.0
1556,B002-01842,2732.4896799999974,2,20568,10284.0
1557,B002-01843,653.1308900000013,1,385,385.0
1558,B002-01844,576.3394300000026,1,12,12.0
1559,B002-01845,69.47852999999978,2,7271,3635.5
1560,B002-01846,0.31909,1,7781,7781.0
1561,B002-01848,531.6339499999998,9,31497,3499.6666666666665
1562,B002-01849,251.63673999999847,16,153913,9619.5625
1563,B002-01851,377.03575999999987,78,93377,1197.1410256410256
1564,B002-01853,8.934760000000006,2,66,33.0
1565,B002-01855,689.6408100000011,3,30877,10292.333333333334
1566,B002-01856,2662.3852000000024,5,681,136.2
1567,B002-01857,0.0,1,4691,4691.0
1568,B002-01859,408.0196981129996,7,22350,3192.8571428571427
1569,B002-01860,108.23052086899983,15,52742,3516.133333333333
1570,B002-01861,16203.078132130002,3,1360,453.3333333333333
1571,B002-01862,406.6402056120004,1,212,212.0
1572,B002-01863,228.5124357090001,8,33019,4127.375
1573,B002-01864,2853.539641464999,1,116,116.0
1574,B002-01865,230.86232974100034,4,1399,349.75
1575,B002-01866,7618.288970000003,1,1317,1317.0
1576,B002-01867,24.585440000000034,1,39,39.0
1577,B002-01869,624.2652500000006,8,26299,3287.375
1578,B002-01870,0.30459,2,6285,3142.5
1579,B002-01871,103.10205999999945,12,19650,1637.5
1580,B002-01873,1349.7801699999955,2,2477,1238.5
1581,B002-01874,32.87822480000003,32,72068,2252.125
1582,B002-01876,316.5737406490001,1,2999,2999.0
1583,B002-01877,1138.0025861490005,16,177010,11063.125
1584,B002-01878,437.87126000000006,34,154120,4532.941176470588
1585,B002-01879,133.30204999999918,25,111904,4476.16
1586,B002-01880,322.80016999999964,10,67877,6787.7
1587,B002-01881,956.568569999999,5,3317,663.4
1588,B002-01882,0.0,1,5510,5510.0
1589,B002-01883,781.7933799999995,1,1278,1278.0
1590,B002-01884,773.8446899999999,1,330,330.0
1591,B002-01885,143.12208999999908,1,300,300.0
1592,B002-01886,1908.265789999999,1,4,4.0
1593,B002-01887,703.188939999999,2,6,3.0
1594,B002-01888,597.2995599999997,1,9,9.0
1595,B002-01889,2.451239999999999,9,5587,620.7777777777778
1596,B002-01890,637.0367054699993,1,3040,3040.0
1597,B002-01891,6057.402579796999,1,579,579.0
1598,B002-01892,90.06661896700008,2,877,438.5
1599,B002-01893,421.2244340200005,1,1036,1036.0
1600,B002-01894,3.9597299999999973,1,848,848.0
1601,B002-01895,162.878509999999,7,36469,5209.857142857143
1602,B002-01896,390.46769000000023,1,5964,5964.0
1603,B002-01897,68.52226999999992,15,19255,1283.6666666666667
1604,B002-01898,98.72137999999946,1,4936,4936.0
1605,B002-01899,552.971130000001,2,1583,791.5
1606,B002-01900,360.1804599999998,2,2835,1417.5
1607,B002-01901,342.9046099999988,1,3738,3738.0
1608,B002-01902,14.215246473,1,54,54.0
1609,B002-01903,44.85055313500006,1,7,7.0
1610,B002-01904,8470.401196862993,5,6152,1230.4
1611,B002-01905,0.34812848500000004,76,294527,3875.3552631578946
1612,B002-01906,1454.2928873590008,12,24395,2032.9166666666667
1613,B002-01907,60083.52135366999,2,2078,1039.0
1614,B002-01909,33.880132257000014,1,12,12.0
1615,B002-01910,607.6420800000017,4,5877,1469.25
